,d1,d2,d3,d4,d5,d6
0,18.748,22.174,24.225,27.026999999999997,24.109,21.730999999999998
1,19.102,20.97,22.395,28.291,25.398000000000003,20.17
2,18.901,24.956999999999997,24.794,28.883000000000003,26.604,17.242
3,19.378,23.570999999999998,25.14,26.899,26.671,20.433
4,19.46,25.301,23.355999999999998,27.522,26.45,20.427
5,20.851,23.12,21.779,27.840999999999998,24.921999999999997,19.660999999999998
6,20.851,25.164,24.366,27.813000000000002,24.615,20.107
7,20.815,22.288,23.514,27.781,23.735,20.164
8,19.526,17.351,24.414,28.545,25.662,22.073
9,21.355999999999998,23.177,25.660999999999998,28.612,26.840999999999998,20.991999999999997
10,21.682,25.759,25.166999999999998,28.418000000000003,24.662,22.405
11,21.116,21.296999999999997,24.11,28.410999999999998,25.074,27.735
12,21.214000000000002,27.741,23.879,27.281,21.837,18.672
13,21.750999999999998,25.453000000000003,24.366,28.018,23.801,11.758
14,24.522,27.565,23.551,27.666,22.584,8.2386
15,18.671,18.769000000000002,23.831,27.906,24.964000000000002,23.908
16,22.388,26.019000000000002,23.715999999999998,27.956,25.406999999999996,24.136999999999997
17,25.736,23.756999999999998,25.369,27.914,21.176,13.321
18,25.334,23.416,25.331,28.741,23.949,15.758
19,26.726999999999997,23.528000000000002,22.663,27.646,24.494,18.083
20,29.209,23.256999999999998,25.215,27.669,25.677,15.137
21,18.883,26.868000000000002,23.861,28.084,26.09,16.811
22,24.721,24.214000000000002,21.75,28.293000000000003,25.318,18.346
23,13.003,24.449,22.261,28.178,27.096999999999998,19.97
24,26.529,26.533,24.522,27.755,25.144000000000002,19.602999999999998
25,23.185,21.453000000000003,23.608,28.329,26.366999999999997,19.605
26,23.627,24.283,24.538,27.508000000000003,25.634,18.826
27,26.533,26.622,24.838,28.769000000000002,27.038,16.92
28,21.07,25.239,24.771,28.138,27.095,17.269000000000002
29,22.820999999999998,24.017,25.891,27.848000000000003,25.127,17.732
30,23.634,24.998,25.369,28.118000000000002,27.27,17.072
31,25.941,25.285,24.775,28.064,29.146,17.462
32,20.454,25.397,24.307,29.002,26.385,18.901
33,21.843000000000004,24.045,23.879,28.345,28.913,19.207
34,22.468000000000004,24.969,24.496,28.232,29.148000000000003,18.769000000000002
35,25.611,23.988000000000003,23.86,27.982,29.47,18.747
36,27.7,27.858,25.019000000000002,28.311999999999998,26.699,19.837
37,24.54,24.752,23.552,28.294,27.148000000000003,17.608
38,25.206,26.647,24.889,28.816999999999997,27.858,17.9
39,23.866999999999997,26.366999999999997,24.598000000000003,28.701999999999998,28.064,17.397000000000002
40,25.267,26.699,24.598000000000003,28.311999999999998,27.925,16.842
41,25.112,24.397,23.66,27.886,28.543000000000003,16.055
42,26.646,22.136999999999997,23.377,27.695999999999998,28.46,17.9
43,27.579,14.958,23.877,27.9,28.358,18.281
44,23.914,24.851,22.395,28.625,27.963,18.612000000000002
45,24.578000000000003,19.296,23.394000000000002,28.133000000000003,27.934,17.187
46,23.62,24.316999999999997,21.419,28.232,27.320999999999998,18.878
47,27.646,13.822000000000001,23.831,28.070999999999998,28.011,17.732
48,25.241,23.410999999999998,22.979,27.784000000000002,25.79,18.281
49,25.548000000000002,26.741,21.893,27.963,28.471999999999998,17.732
50,25.929000000000002,25.427,22.846999999999998,27.785999999999998,26.676,19.207
51,25.57,15.069,24.221,28.458000000000002,27.377,16.811
52,26.041999999999998,24.811999999999998,22.405,28.502,27.919,16.595
53,27.326999999999998,25.101999999999997,23.296999999999997,27.647,29.393,17.528
54,26.500999999999998,25.156999999999996,22.456,27.348000000000003,27.055,17.149
55,26.87,26.655,22.892,28.206,27.326,17.899
56,26.013,26.179000000000002,23.752,27.771,28.612,16.959
57,25.975,24.273000000000003,23.081999999999997,27.609,27.980999999999998,18.166
58,26.266,24.761999999999997,24.177,27.555999999999997,28.862,17.730999999999998
59,26.12,19.49,23.585,27.644000000000002,27.074,15.759
60,26.485,25.038,23.861,28.118000000000002,27.075,16.366
61,25.186999999999998,24.094,24.301,27.627,27.715,15.91
62,25.92,24.585,24.176,27.548000000000002,27.252,16.563
63,25.86,23.901999999999997,23.861,28.118000000000002,28.701999999999998,15.909
64,26.894000000000002,18.66,24.633000000000003,28.275,28.659000000000002,14.77
65,26.069000000000003,26.221999999999998,24.413,28.153000000000002,26.898000000000003,15.873
66,26.526999999999997,24.759,23.685,28.463,27.962,15.095999999999998
67,25.97,25.113000000000003,24.497,28.178,28.761999999999997,18.612000000000002
68,26.011999999999997,26.3,23.92,28.224,27.787,15.397
69,26.666,24.596999999999998,24.215999999999998,27.848000000000003,28.745,15.095999999999998
70,26.503,20.093,25.706,28.335,28.083000000000002,15.759
71,26.737,23.764,24.05,27.337,27.304000000000002,17.075
72,26.451999999999998,24.546,23.685,27.608,27.784000000000002,15.873
73,26.601,24.553,24.773000000000003,28.581,28.359,16.93
74,25.921999999999997,25.72,23.66,28.502,28.096999999999998,16.368
75,25.755,24.25,24.691999999999997,28.502,27.241999999999997,15.873
76,26.065,23.563000000000002,24.226,27.889,28.081,17.269000000000002
77,26.375999999999998,24.133000000000003,24.308000000000003,28.206,27.804000000000002,15.228
78,26.331999999999997,26.105999999999998,25.019000000000002,28.239,27.839000000000002,16.366
79,26.787,26.684,25.415,28.764,27.406999999999996,15.759
80,26.745,24.811,24.127,28.011999999999997,28.149,15.267999999999999
81,26.198,25.053,24.603,28.36,27.024,14.366
82,27.463,25.489,24.638,27.533,28.344,13.860999999999999
83,26.491,26.584,23.61,27.858,28.636999999999997,14.522
84,23.396,26.462,23.66,28.428,27.491,14.365
85,25.886,24.776,23.29,27.781,27.557,17.804000000000002
86,26.683000000000003,26.166,23.296,28.51,28.175,15.873
87,25.836,24.968000000000004,23.214000000000002,27.805,25.738000000000003,17.608
88,25.439,24.634,21.912,28.795,27.8,16.563
89,26.535,22.951,22.686999999999998,28.278000000000002,29.469,15.398
90,26.246,24.575,22.535999999999998,28.336,28.14,16.871
91,27.127,25.62,23.831,27.689,27.734,16.367
92,26.362,25.116999999999997,24.355,28.345,28.834,11.356
93,27.064,24.953000000000003,24.496,28.011999999999997,28.25,13.92
94,26.717,25.99,25.546,28.107,27.253,15.485999999999999
