,d1,d2,d3,d4,d5,d6
0,19.325,19.368,24.721,26.166,18.345,19.493
1,18.151,19.756,23.453000000000003,27.011,19.820999999999998,20.433
2,20.347,21.971999999999998,23.715,27.616,21.76,21.730999999999998
3,20.070999999999998,20.458,21.186999999999998,24.308000000000003,22.862,20.253
4,20.452,21.171,22.622,25.662,20.543000000000003,20.638
5,20.91,18.667,21.912,26.236,21.75,20.107
6,21.893,20.009,23.214000000000002,25.336,14.25,22.504
7,21.711,17.277,20.803,25.892,22.076999999999998,21.607
8,20.656,13.546,22.726,26.886999999999997,20.991999999999997,19.692999999999998
9,22.156,20.569000000000003,22.388,26.136999999999997,23.508000000000003,24.138
10,21.511,20.838,22.959,26.718000000000004,22.983,16.055999999999997
11,20.909000000000002,16.547,21.502,26.643,21.912,16.96
12,19.064,25.326999999999998,21.682,25.816999999999997,17.507,18.15
13,17.075,21.75,22.337,26.219,12.47,18.67
14,22.059,24.263,21.776999999999997,25.570999999999998,9.8519,-1.7614
15,24.191999999999997,13.017999999999999,21.355999999999998,26.055,19.394000000000002,22.156
16,20.815,22.849,22.899,26.197,20.619,20.735
17,19.311,21.276999999999997,22.862,26.11,16.589000000000002,24.228
18,26.968000000000004,19.183,22.495,26.956999999999997,21.836,27.06
19,20.070999999999998,18.993,20.91,26.081,20.344,26.366999999999997
20,26.349,19.511,22.84,25.79,20.991,25.858
21,20.452,22.928,23.553,26.301,17.268,26.45
22,21.826,20.160999999999998,22.495,26.441,21.865,26.28
23,26.933000000000003,20.94,15.758,26.151999999999997,21.116,27.576
24,18.046,22.506,24.302,26.055999999999997,19.881,27.904
25,21.354,16.577,21.51,26.836,22.386999999999997,27.636
26,21.214000000000002,20.656999999999996,22.05,25.506,21.779,27.336
27,16.750999999999998,22.623,22.471,26.872,22.862,26.214000000000002
28,27.096,22.136999999999997,22.726,26.388,21.094,26.141
29,22.175,20.649,22.748,25.962,12.218,27.525
30,21.967,20.669,22.085,26.474,20.453,26.139
31,28.153000000000002,20.775,22.295,26.142,22.749000000000002,26.741999999999997
32,27.715999999999998,21.258000000000003,22.462,27.377,20.543000000000003,27.785
33,20.903000000000002,19.632,23.017,26.595,22.749000000000002,26.840999999999998
34,28.805999999999997,21.508000000000003,23.186999999999998,26.621,22.049,26.741999999999997
35,27.56,20.476,23.355999999999998,26.605,21.092,27.23
36,23.025,23.772,24.693,26.886999999999997,19.590999999999998,28.173000000000002
37,24.737,20.195,23.186,26.63,21.419,26.741
38,22.563000000000002,23.302,23.734,27.229,20.543000000000003,26.824
39,20.654,23.35,23.685,26.741999999999997,21.859,26.719
40,26.121,23.198,23.585,26.811999999999998,21.345,26.538
41,25.82,21.313000000000002,22.846999999999998,26.225,22.111,26.151
42,26.735,19.863,22.848000000000003,26.092,21.593000000000004,26.566999999999997
43,19.083,10.94,22.86,26.166,22.076,26.67
44,27.438000000000002,21.198,21.758000000000003,27.03,21.712,27.096999999999998
45,25.378,15.975,23.4,26.519000000000002,20.91,26.218000000000004
46,27.497,20.546,21.355999999999998,26.621,19.046,27.361
47,28.425,10.056000000000001,22.112,26.671,17.507,26.368000000000002
48,21.603,19.542,22.86,26.474,16.564,27.228
49,27.325,23.074,21.93,26.205,22.713,27.011
50,22.861,21.531999999999996,22.156,26.318,21.302,27.514
51,26.291,10.475,23.357,27.109,19.882,26.726
52,28.278000000000002,20.899,21.345,27.115,20.239,25.695999999999998
53,26.756,21.136999999999997,21.76,25.756,20.909000000000002,27.090999999999998
54,26.927,21.454,21.052,25.862,16.948,26.186999999999998
55,27.074,22.451999999999998,21.249000000000002,26.538,17.533,26.918000000000003
56,25.704,22.265,23.206999999999997,26.141,22.846999999999998,27.236
57,25.334,20.206,21.76,25.98,21.75,27.296999999999997
58,25.829,20.612,21.215999999999998,25.697,21.779,26.959
59,25.644000000000002,17.623,21.419,25.873,20.541999999999998,25.485
60,26.361,20.935,20.945,26.726999999999997,19.97,27.171999999999997
61,26.131999999999998,19.000999999999998,21.354,25.846999999999998,20.851,25.697
62,25.835,22.514,22.013,26.236,20.07,26.092
63,26.763,22.055999999999997,21.215999999999998,26.621,22.05,26.563000000000002
64,26.526,16.517,22.295,26.45,21.351999999999997,25.546
65,26.006999999999998,23.517,21.910999999999998,26.593000000000004,20.347,26.038
66,26.526999999999997,22.511999999999997,21.682,26.96,20.655,25.873
67,25.371,22.21,22.261,26.643,22.494,26.889
68,25.058000000000003,23.843000000000004,22.584,26.410999999999998,22.531,25.99
69,25.391,22.072,21.706999999999997,25.962,22.743000000000002,26.259
70,25.906999999999996,17.371,23.953000000000003,26.643,22.396,26.45
71,26.28,20.73,22.39,25.662,20.741999999999997,27.173000000000002
72,25.763,21.177,22.086,25.91,20.237000000000002,26.595
73,26.15,21.638,22.949,26.89,20.345,26.778000000000002
74,25.323,23.022,22.085,26.741999999999997,19.375,26.151999999999997
75,25.35,21.3,22.725,27.026999999999997,15.933,26.204
76,25.342,20.213,22.846999999999998,26.516,19.458,26.436999999999998
77,25.717,20.964000000000002,21.712,26.842,18.281,25.95
78,26.458000000000002,22.590999999999998,21.593000000000004,27.174,19.118,26.956
79,26.95,23.03,22.663,27.733,20.866,26.026999999999997
80,26.541999999999998,20.96,22.05,27.061,22.212,26.723000000000003
81,26.026,21.886999999999997,21.75,27.176,20.095,26.414
82,29.191,22.03,22.085,26.64,22.403000000000002,26.889
83,26.623,23.638,21.837,26.564,21.503,25.901999999999997
84,23.561999999999998,23.545,21.93,27.174,22.013,26.15
85,26.173000000000002,21.503,21.93,26.741999999999997,20.98,26.677
86,26.825,23.011999999999997,21.682,27.013,19.85,25.697
87,26.526999999999997,21.679000000000002,21.779,26.605,12.216,27.665
88,26.114,21.845,20.741999999999997,27.644000000000002,18.239,27.269000000000002
89,26.52,19.152,21.249000000000002,26.872,22.491,26.842
90,26.818,21.618000000000002,21.345,26.899,21.17,26.595
91,27.011,22.750999999999998,22.725,26.451,21.125999999999998,26.386999999999997
92,26.256,22.055999999999997,23.13,27.148000000000003,23.825,26.357
93,27.035,22.298000000000002,22.899,27.013,20.043,25.969
94,26.478,23.375999999999998,23.508000000000003,27.05,17.732,25.079
95,27.228,20.614,22.839000000000002,26.89,17.187,26.136999999999997
96,26.281999999999996,22.116999999999997,23.186,27.523000000000003,14.833,26.871
97,27.033,22.24,23.831,27.229,17.781,25.517
98,26.009,18.598,23.43,27.232,16.812,26.429000000000002
99,26.191999999999997,21.813000000000002,23.429000000000002,26.836,17.185,26.605
100,25.401,22.789,24.000999999999998,26.705,15.229000000000001,25.51
101,26.635,22.658,23.801,26.697,14.312999999999999,25.873
102,26.676,22.385,22.592,26.49,17.075,25.739
103,26.748,22.434,22.958000000000002,26.451,17.480999999999998,26.741999999999997
104,25.756,19.845,23.186999999999998,26.589000000000002,14.356,27.439
